HHID,ORIGIN_OF_TRIP,DESTINATION_OF_TRIP,TT_WALK,WALKABILITY_INDEX,TT_CYCLE,BIKEABILITY_INDEX,TT_PT,FARE_PT,WT_PT,AT_PT,AC_PT,TT_CAR,FC_CAR,PC_CAR,CC_CAR,INCOME,GENDER,AGE,CAR_OWNERSHIP,CHOSEN_MODE,AV_WALK,AV_CYCLE,AV_PT,AV_CAR
6188,9,2,40,92,12,17,39,5,10,11,1,17,3,2,4,71,0,42,0,1,1,1,1,1
6189,8,2,46,40,51,35,13,1,3,15,0,30,3,2,8,34,1,37,1,2,1,1,1,1
6190,5,3,27,42,45,61,14,2,15,25,4,14,2,8,5,49,1,61,0,1,1,1,1,1
6191,4,1,51,75,46,85,34,5,4,27,4,16,3,3,7,18,0,19,0,2,1,1,1,1
6192,5,3,27,44,54,79,13,1,13,15,2,16,1,3,8,49,0,24,1,3,1,1,1,1
6193,3,5,21,9,21,76,29,7,15,27,0,18,1,1,4,57,1,21,1,1,1,1,1,1
6194,7,1,11,29,34,97,28,6,3,8,4,55,1,6,5,32,0,49,0,1,1,1,1,1
6195,8,2,46,98,48,99,33,6,17,20,2,54,2,7,5,91,0,56,0,1,1,1,1,1
6196,2,4,37,25,13,44,11,5,19,10,2,33,3,5,9,80,0,23,0,2,1,1,1,1
6197,5,2,15,62,16,78,42,1,7,5,2,46,3,1,2,53,1,39,0,2,1,1,1,1
6198,1,8,43,73,57,44,40,3,15,26,3,47,2,8,2,16,1,45,0,2,1,1,1,1
6199,5,9,51,82,50,75,38,3,16,12,5,36,2,8,7,26,1,39,1,4,1,1,1,1
6200,7,6,39,54,45,63,16,4,8,14,2,50,3,2,2,76,1,30,1,1,1,1,1,1
6201,5,1,50,27,59,14,36,2,20,25,5,14,2,5,4,19,1,50,0,1,1,1,1,1
6202,2,3,29,84,23,84,23,4,11,11,5,57,2,8,6,33,0,68,1,2,1,1,1,1
6203,4,9,15,20,15,17,20,5,3,5,0,13,3,5,10,83,0,61,1,4,1,1,1,1
6204,6,4,10,3,48,75,58,2,18,6,2,24,2,5,3,30,1,63,1,1,1,1,1,1
6205,9,4,25,81,51,41,39,4,2,24,1,51,2,7,7,72,0,37,1,1,1,1,1,1
6206,8,4,33,35,53,70,59,7,13,29,2,23,1,8,10,22,1,25,0,2,1,1,1,1
6207,4,5,41,20,32,85,53,3,2,22,5,50,2,6,2,54,1,64,0,2,1,1,1,1
6208,9,4,15,79,20,10,13,3,20,20,3,59,3,8,8,91,1,32,1,1,1,1,1,1
6209,2,9,28,60,26,25,14,1,19,7,5,46,3,1,2,32,1,59,0,2,1,1,1,1
6210,2,7,20,39,48,34,32,5,14,21,4,48,1,2,8,78,1,36,0,1,1,1,1,1
6211,7,5,40,93,18,7,22,7,5,9,2,38,1,3,4,72,1,40,1,2,1,1,1,1
6212,6,9,41,77,49,33,30,5,17,23,2,39,1,2,9,79,1,38,0,1,1,1,1,1
6213,5,5,15,53,30,46,14,3,17,15,0,52,2,1,10,83,1,69,1,1,1,1,1,1
6214,1,2,11,68,30,56,26,6,9,30,5,21,1,3,3,77,1,21,0,1,1,1,1,1
6215,6,1,41,57,33,75,38,4,13,29,2,45,2,1,6,26,0,34,0,2,1,1,1,1
6216,7,7,12,55,56,59,27,6,11,24,3,27,3,6,2,40,1,54,1,1,1,1,1,1
6217,4,3,44,94,46,50,30,5,19,24,4,44,1,7,4,30,0,27,1,1,1,1,1,1
6218,2,4,33,7,58,16,12,5,7,28,4,41,2,3,2,31,1,66,0,1,1,1,1,1
6219,2,7,40,93,46,11,42,4,6,10,4,28,2,4,7,30,0,34,1,1,1,1,1,1
6220,5,9,60,59,26,73,40,2,17,19,4,40,1,8,5,59,1,68,1,2,1,1,1,1
6221,3,2,54,68,17,82,52,4,9,10,5,30,3,4,9,84,1,54,0,2,1,1,1,1
6222,3,8,18,51,46,47,59,2,18,26,0,50,1,7,10,25,1,43,0,1,1,1,1,1
6223,4,4,45,20,48,48,21,5,13,18,4,39,2,6,9,71,1,62,1,2,1,1,1,1
6224,1,5,51,71,44,36,36,2,17,19,2,20,1,3,10,82,0,36,1,3,1,1,1,1
6225,3,4,22,50,20,91,25,2,16,13,2,14,2,3,4,74,1,68,1,4,1,1,1,1
6226,6,3,17,53,43,4,21,5,5,26,4,26,1,5,6,87,1,70,1,4,1,1,1,1
6227,9,9,35,13,57,61,23,7,11,26,1,36,1,8,9,65,1,48,1,1,1,1,1,1
6228,8,5,60,89,32,77,48,5,15,15,5,55,3,8,4,59,1,67,1,2,1,1,1,1
6229,8,5,50,28,43,60,54,1,14,6,5,44,2,8,10,12,0,63,0,2,1,1,1,1
6230,3,1,12,65,41,72,39,1,7,21,2,10,1,3,9,19,0,60,1,1,1,1,1,1
6231,8,9,29,28,17,58,37,1,10,29,4,50,2,8,8,39,0,37,0,1,1,1,1,1
6232,8,3,44,75,39,87,57,1,17,30,1,38,3,4,5,94,1,60,0,2,1,1,1,1
6233,7,2,22,87,56,6,30,3,7,20,3,15,1,1,7,16,0,50,0,4,1,1,1,1
6234,1,9,60,92,10,48,14,1,8,27,5,45,3,4,6,75,0,32,1,2,1,1,1,1
6235,2,1,35,54,11,60,26,7,17,6,1,11,1,8,10,84,0,37,1,1,1,1,1,1
6236,8,1,56,97,36,71,53,7,16,12,4,58,3,8,10,53,0,27,0,1,1,1,1,1
6237,9,1,19,86,29,54,22,4,16,18,1,31,1,1,6,43,1,65,1,1,1,1,1,1
6238,8,2,56,75,24,42,16,2,16,26,1,26,3,2,4,37,1,29,0,2,1,1,1,1
6239,7,4,15,100,38,39,58,5,9,18,0,18,2,3,5,60,0,39,0,1,1,1,1,1
6240,6,8,58,87,17,55,33,2,14,5,0,44,3,4,10,43,1,45,1,2,1,1,1,1
6241,5,8,31,79,56,60,31,7,9,19,3,30,2,8,9,81,0,37,0,1,1,1,1,1
6242,8,1,36,53,26,98,57,5,9,10,3,30,2,5,6,98,1,69,0,1,1,1,1,1
6243,9,2,51,44,33,8,34,5,9,26,0,54,2,2,3,50,0,44,0,2,1,1,1,1
6244,8,4,18,18,40,89,55,2,5,17,3,27,1,3,9,72,0,70,0,1,1,1,1,1
6245,1,5,31,79,40,22,23,6,3,16,5,37,2,3,6,24,1,40,1,1,1,1,1,1
6246,2,3,20,9,10,85,36,4,16,24,0,26,2,5,10,67,0,21,0,2,1,1,1,1
6247,1,4,21,9,11,24,22,4,16,14,2,23,2,3,4,22,0,49,1,1,1,1,1,1
6248,3,8,30,86,44,47,29,5,13,25,1,36,2,7,7,97,0,70,0,2,1,1,1,1
6249,4,9,37,31,41,24,58,1,9,21,2,58,1,4,9,71,0,37,1,1,1,1,1,1
6250,8,3,17,44,30,9,58,2,17,6,5,55,3,1,10,62,1,20,0,1,1,1,1,1
6251,5,3,47,49,34,6,27,5,15,29,0,25,3,4,5,20,0,27,1,4,1,1,1,1
6252,2,5,28,68,60,61,16,7,19,18,0,18,1,5,2,64,0,20,0,4,1,1,1,1
6253,9,6,16,34,43,79,46,4,11,19,5,41,1,5,10,60,1,55,0,1,1,1,1,1
6254,2,1,22,25,19,46,52,5,19,19,4,14,2,8,7,86,0,59,1,2,1,1,1,1
6255,1,5,23,75,14,17,44,1,13,16,1,16,3,8,3,68,0,53,0,1,1,1,1,1
6256,4,3,51,84,51,5,32,3,13,16,5,13,1,1,4,78,0,61,0,4,1,1,1,1
6257,9,4,42,21,15,23,56,1,6,29,1,24,3,3,3,78,0,22,1,2,1,1,1,1
6258,1,9,58,73,36,35,28,6,4,14,4,24,1,5,9,28,0,67,0,4,1,1,1,1
6259,2,6,16,4,33,45,34,1,3,22,4,27,2,6,2,55,0,20,1,2,1,1,1,1
6260,2,5,54,58,51,65,49,1,16,8,2,14,1,5,6,55,0,46,0,4,1,1,1,1
6261,2,1,14,18,50,87,31,5,9,26,1,55,1,1,5,66,0,32,0,1,1,1,1,1
6262,2,2,10,46,35,3,11,5,16,7,5,32,3,3,7,55,0,38,1,1,1,1,1,1
6263,3,8,10,1,31,28,13,6,15,6,3,53,2,1,10,78,0,58,0,1,1,1,1,1
6264,8,6,13,59,56,44,26,5,13,9,5,39,1,2,8,66,0,32,0,1,1,1,1,1
6265,8,5,31,79,48,99,32,4,14,8,5,55,2,8,5,99,0,65,1,1,1,1,1,1
6266,8,2,33,7,50,2,35,5,15,22,2,36,1,8,5,98,0,65,0,4,1,1,1,1
6267,7,3,20,59,56,48,60,6,14,17,3,44,1,8,6,77,0,47,1,1,1,1,1,1
6268,2,9,46,51,16,66,52,1,13,10,3,34,1,3,5,81,1,57,1,2,1,1,1,1
6269,1,5,25,71,37,55,44,2,13,23,2,13,1,4,6,90,1,68,1,4,1,1,1,1
6270,9,4,43,20,27,7,60,2,2,18,3,31,1,4,4,31,1,39,0,2,1,1,1,1
6271,6,8,48,2,25,44,59,3,12,17,0,24,3,5,7,41,0,55,1,2,1,1,1,1
6272,4,8,38,65,39,62,24,5,6,19,4,39,3,3,6,26,0,20,1,1,1,1,1,1
6273,5,6,47,58,27,86,20,5,20,15,4,48,3,4,4,93,1,52,1,2,1,1,1,1
6274,7,9,45,55,42,74,14,4,7,28,4,46,3,2,3,48,0,34,1,2,1,1,1,1
6275,9,4,19,69,44,6,34,3,10,22,2,14,1,3,10,35,1,39,0,1,1,1,1,1
6276,6,8,35,17,13,13,39,6,3,13,1,29,3,5,5,35,0,51,1,2,1,1,1,1
6277,6,8,33,84,42,48,16,4,16,5,0,40,1,1,7,25,1,65,1,1,1,1,1,1
6278,6,4,11,50,12,75,25,2,8,16,3,16,2,7,4,72,1,59,1,2,1,1,1,1
6279,9,5,58,25,51,57,48,6,14,19,3,51,2,5,3,27,1,25,1,1,1,1,1,1
6280,1,4,54,10,43,30,18,6,16,17,2,45,1,2,7,32,1,59,1,2,1,1,1,1
6281,2,1,11,15,53,13,15,7,17,9,0,50,1,1,7,72,1,28,0,1,1,1,1,1
6282,4,6,57,23,20,68,46,1,10,16,2,40,2,7,10,71,1,59,0,2,1,1,1,1
6283,9,8,37,74,32,29,56,2,2,28,2,20,2,2,8,23,1,39,0,1,1,1,1,1
6284,4,8,34,26,31,30,43,6,4,6,0,21,3,2,8,25,0,49,0,1,1,1,1,1
6285,8,9,18,45,19,89,26,5,14,8,5,15,2,3,10,56,1,21,1,1,1,1,1,1
6286,2,6,29,30,29,85,15,5,12,18,2,23,2,4,2,70,0,48,0,2,1,1,1,1
6287,9,6,42,19,21,70,44,6,2,23,2,22,1,1,6,52,0,20,1,4,1,1,1,1
6288,1,4,38,19,40,40,20,7,11,8,3,18,2,6,7,92,1,26,1,4,1,1,1,1
6289,1,8,34,51,56,71,15,4,19,11,2,17,1,8,3,100,1,31,0,1,1,1,1,1
6290,5,5,16,41,33,46,33,1,2,15,0,16,1,5,6,55,0,31,0,4,1,1,1,1
6291,7,4,15,59,57,41,47,3,6,9,5,34,2,8,3,37,0,18,0,1,1,1,1,1
6292,8,9,51,78,43,46,22,5,15,29,1,19,2,1,3,70,1,20,0,4,1,1,1,1
6293,1,9,33,49,26,84,16,5,12,18,1,58,3,4,4,37,1,43,1,2,1,1,1,1
6294,6,5,57,76,12,22,35,3,18,20,4,15,1,3,4,71,0,62,1,4,1,1,1,1
6295,7,6,59,34,24,5,51,2,9,6,5,41,1,7,3,86,1,52,0,4,1,1,1,1
6296,4,8,45,75,47,75,28,3,12,10,2,15,2,1,3,100,1,48,0,4,1,1,1,1
6297,1,6,56,82,49,61,29,5,10,15,5,27,2,7,9,88,0,69,0,2,1,1,1,1
6298,6,9,34,96,26,32,10,5,6,26,4,24,2,1,4,66,0,53,1,4,1,1,1,1
6299,2,6,12,22,33,8,56,6,18,13,5,10,1,7,10,78,1,33,1,4,1,1,1,1
6300,7,7,26,31,56,51,18,5,7,18,3,12,2,6,5,75,1,35,1,4,1,1,1,1
6301,1,1,60,43,26,57,42,6,9,14,0,43,1,8,2,39,0,44,1,2,1,1,1,1
6302,8,1,17,86,58,77,25,4,4,16,5,10,2,5,9,56,0,57,0,1,1,1,1,1
6303,8,7,24,1,20,83,31,7,19,23,2,32,1,6,10,37,0,68,0,1,1,1,1,1
6304,4,1,51,99,28,49,28,7,13,22,0,13,1,7,9,96,0,56,0,2,1,1,1,1
6305,1,8,55,68,20,87,23,3,11,16,0,22,2,8,7,64,1,29,1,2,1,1,1,1
6306,8,7,47,78,14,8,16,2,9,6,1,25,1,7,3,38,1,52,0,2,1,1,1,1
6307,6,1,53,24,39,54,58,7,16,28,5,31,3,4,2,96,1,68,0,2,1,1,1,1
6308,5,4,33,61,56,87,59,6,10,29,0,59,1,1,8,36,1,36,1,1,1,1,1,1
6309,1,5,60,64,39,40,28,2,12,16,3,28,3,5,4,29,0,56,0,4,1,1,1,1
6310,4,3,35,42,53,76,16,6,16,26,5,57,1,2,10,87,1,55,1,2,1,1,1,1
6311,7,9,45,74,32,93,55,3,14,30,3,36,2,1,4,14,0,43,1,1,1,1,1,1
6312,8,9,58,63,40,31,20,3,18,29,2,27,1,4,3,38,0,47,0,4,1,1,1,1
6313,1,3,36,86,58,48,52,1,18,24,4,43,3,4,3,73,1,31,1,1,1,1,1,1
6314,4,4,22,38,35,24,43,6,12,24,0,37,1,3,7,89,1,47,1,1,1,1,1,1
6315,3,7,38,31,46,84,32,3,7,8,4,43,3,8,7,58,1,19,1,1,1,1,1,1
6316,1,7,26,78,51,44,30,5,17,15,2,59,2,3,3,53,0,60,0,1,1,1,1,1
6317,4,2,45,53,45,73,39,1,11,7,3,35,3,5,4,36,0,23,1,3,1,1,1,1
6318,2,6,59,1,42,26,10,2,4,26,0,18,2,2,4,44,1,54,1,1,1,1,1,1
6319,2,2,45,50,58,65,29,2,13,9,0,59,2,8,5,26,0,26,0,3,1,1,1,1
6320,1,3,48,100,17,60,38,7,20,25,3,60,1,4,4,25,1,58,1,4,1,1,1,1
6321,8,5,40,42,14,28,30,1,18,26,0,34,1,6,4,90,0,23,1,1,1,1,1,1
6322,9,2,28,4,45,28,50,3,20,20,1,21,2,1,9,56,0,56,0,1,1,1,1,1
6323,7,1,11,56,47,48,60,3,12,5,2,17,3,7,7,13,0,48,1,1,1,1,1,1
6324,2,5,33,17,12,73,20,6,5,26,5,31,3,7,2,41,1,18,1,2,1,1,1,1
6325,7,7,60,48,37,67,40,2,13,16,4,26,3,5,4,70,0,65,0,2,1,1,1,1
6326,1,1,51,14,56,31,31,6,14,14,5,38,2,4,4,60,1,23,1,1,1,1,1,1
6327,7,5,47,15,32,36,33,7,20,27,0,59,2,4,7,65,0,24,1,2,1,1,1,1
6328,6,6,20,73,25,57,39,5,8,9,2,55,3,8,9,28,0,35,1,1,1,1,1,1
6329,2,8,53,17,50,98,48,2,3,25,3,12,1,7,6,43,1,21,0,2,1,1,1,1
6330,3,3,53,41,52,54,50,6,18,30,4,30,2,3,4,78,0,65,1,1,1,1,1,1
6331,6,9,17,65,38,50,58,7,3,13,1,13,3,7,6,84,0,36,1,4,1,1,1,1
6332,9,4,40,41,14,6,17,1,6,21,1,52,3,1,6,17,1,37,0,3,1,1,1,1
6333,1,2,52,54,35,59,59,6,6,23,1,44,1,3,2,76,0,32,1,2,1,1,1,1
6334,7,2,36,12,40,30,28,1,13,20,2,24,3,1,10,32,1,31,1,4,1,1,1,1
6335,5,6,22,8,13,13,26,7,3,5,3,27,1,5,9,24,1,25,1,2,1,1,1,1
6336,8,7,19,36,20,30,37,7,4,7,2,56,1,2,8,64,1,57,0,2,1,1,1,1
6337,2,4,29,66,33,72,16,6,4,25,0,17,2,2,9,80,0,39,0,4,1,1,1,1
6338,8,4,55,90,23,56,42,6,7,17,5,42,1,7,5,18,0,54,0,2,1,1,1,1
6339,2,9,49,46,15,74,57,7,17,18,1,14,3,3,6,35,0,55,1,2,1,1,1,1
6340,8,3,20,82,59,88,53,1,11,5,4,49,1,6,9,53,0,66,1,1,1,1,1,1
6341,2,3,39,72,21,5,52,2,7,19,4,31,2,2,6,81,1,56,0,2,1,1,1,1
6342,5,1,56,92,31,29,16,2,9,7,1,13,3,2,3,70,0,51,0,4,1,1,1,1
6343,5,6,19,89,48,38,10,4,8,5,3,52,1,6,2,97,1,19,1,1,1,1,1,1
6344,5,8,37,94,54,9,26,1,13,27,1,43,3,5,10,96,0,38,1,1,1,1,1,1
6345,4,9,50,81,15,35,17,6,17,15,0,21,1,4,3,85,0,68,1,2,1,1,1,1
6346,5,4,23,42,55,44,48,5,10,22,5,37,3,2,5,55,1,39,0,1,1,1,1,1
6347,9,1,28,20,49,7,27,3,13,7,5,23,2,5,7,47,0,34,0,1,1,1,1,1
6348,8,7,52,67,45,53,47,3,16,11,2,39,3,2,5,35,0,59,0,2,1,1,1,1
6349,2,2,22,85,52,66,10,7,10,21,3,27,1,4,4,55,0,69,0,1,1,1,1,1
6350,6,8,19,48,16,67,24,7,19,16,3,53,1,4,10,78,0,28,0,1,1,1,1,1
6351,6,6,60,72,55,99,49,1,18,9,2,51,2,2,10,74,1,18,1,1,1,1,1,1
6352,5,5,31,5,49,41,30,6,9,7,0,20,2,3,5,79,0,42,1,4,1,1,1,1
6353,8,5,24,51,41,66,23,5,6,14,1,53,3,1,3,71,0,65,0,1,1,1,1,1
6354,4,4,47,51,53,76,30,1,6,6,0,60,3,3,5,92,1,37,0,2,1,1,1,1
6355,7,8,17,5,40,89,44,6,18,8,3,53,3,3,7,25,0,50,0,1,1,1,1,1
6356,6,9,17,41,32,14,54,5,12,19,1,10,1,8,7,38,1,30,0,1,1,1,1,1
6357,9,4,56,16,47,63,42,3,19,16,2,36,2,6,6,48,0,19,1,1,1,1,1,1
6358,7,8,14,62,31,56,21,5,10,14,3,58,2,3,9,14,0,22,1,1,1,1,1,1
6359,4,3,18,40,37,79,41,3,18,18,0,52,2,8,2,23,1,61,0,1,1,1,1,1
6360,8,6,29,88,32,73,41,3,9,6,0,10,1,8,9,59,0,19,0,1,1,1,1,1
6361,2,7,33,52,28,83,18,6,16,25,5,54,2,1,7,23,0,30,0,2,1,1,1,1
6362,8,6,55,76,21,28,59,1,3,18,4,26,2,3,10,43,0,40,1,2,1,1,1,1
6363,9,7,56,18,52,58,45,6,8,9,2,36,1,8,10,20,0,25,0,1,1,1,1,1
6364,5,9,50,94,37,77,56,7,6,29,0,27,1,1,2,33,0,32,1,1,1,1,1,1
6365,7,2,30,69,23,26,21,7,15,23,3,22,3,8,10,71,1,21,1,1,1,1,1,1
6366,4,7,35,91,13,66,36,2,14,30,5,39,2,1,4,35,1,47,0,2,1,1,1,1
6367,3,5,54,63,32,62,44,6,15,7,3,22,3,3,10,32,0,52,1,1,1,1,1,1
6368,8,8,31,59,43,37,39,5,3,7,4,58,2,3,7,12,0,55,1,1,1,1,1,1
6369,3,9,47,95,28,22,19,7,8,20,1,37,1,6,10,20,1,42,1,1,1,1,1,1
6370,7,2,46,3,39,11,31,7,7,18,0,35,3,6,5,33,1,43,1,1,1,1,1,1
6371,2,5,33,51,10,40,50,4,3,29,4,53,1,8,2,22,0,33,1,2,1,1,1,1
6372,2,8,19,40,59,19,39,3,12,22,1,48,2,4,10,35,0,32,0,3,1,1,1,1
6373,6,5,49,39,46,30,35,5,10,22,3,15,2,2,8,71,0,69,1,4,1,1,1,1
6374,2,2,22,3,27,62,51,7,5,23,5,54,1,7,8,24,1,28,0,4,1,1,1,1
6375,4,2,26,24,52,57,15,3,17,16,1,20,1,4,8,53,0,47,0,3,1,1,1,1
6376,7,3,37,53,28,74,20,6,3,12,5,17,1,3,4,90,0,57,0,4,1,1,1,1
6377,2,6,50,11,52,37,21,4,5,19,5,60,2,3,3,79,0,48,0,1,1,1,1,1
6378,8,3,33,3,23,11,20,2,18,29,5,40,3,8,2,16,1,23,1,2,1,1,1,1
6379,4,6,29,40,56,52,25,6,11,24,5,16,3,5,5,91,1,68,1,4,1,1,1,1
6380,1,2,43,85,16,71,16,2,5,12,2,18,2,7,6,54,1,46,1,2,1,1,1,1
6381,5,6,56,48,51,87,21,5,6,22,3,44,1,6,2,58,0,57,0,1,1,1,1,1
6382,7,1,19,63,31,17,24,3,10,16,1,52,2,7,7,45,0,52,1,1,1,1,1,1
6383,8,1,14,72,41,21,33,4,18,28,2,36,3,4,7,26,0,22,0,1,1,1,1,1
6384,9,6,22,49,36,97,25,6,19,30,1,34,2,7,6,29,1,44,0,1,1,1,1,1
6385,8,1,43,4,22,46,21,2,11,24,2,50,2,8,4,75,0,25,1,2,1,1,1,1
6386,4,3,23,10,45,93,54,2,18,7,2,38,3,3,10,94,0,54,1,1,1,1,1,1
6387,5,5,25,34,48,61,11,5,15,13,0,39,1,2,5,59,1,40,0,2,1,1,1,1
6388,2,4,40,80,16,81,57,4,2,26,5,36,3,6,3,36,0,18,1,2,1,1,1,1
6389,8,4,22,71,57,22,29,6,19,5,1,18,3,4,6,23,0,68,1,1,1,1,1,1
6390,9,6,58,12,47,32,33,5,7,17,4,29,1,6,6,57,1,35,1,2,1,1,1,1
6391,8,9,24,4,41,61,17,5,6,13,0,36,2,6,9,16,0,20,0,2,1,1,1,1
6392,5,9,15,66,10,85,24,2,19,20,3,15,3,2,4,56,1,18,1,4,1,1,1,1
6393,5,8,55,34,46,55,31,1,10,30,3,29,3,1,6,66,0,46,1,2,1,1,1,1
6394,6,5,26,57,45,49,31,2,11,11,1,56,3,1,6,16,1,21,1,1,1,1,1,1
6395,5,1,13,70,27,64,39,3,20,6,0,13,2,2,10,15,1,22,1,1,1,1,1,1
6396,7,4,40,91,40,98,25,5,14,17,0,59,1,5,5,18,0,47,0,2,1,1,1,1
6397,4,3,37,46,18,3,29,3,7,19,2,20,3,3,6,51,0,67,1,2,1,1,1,1
6398,3,8,23,6,43,62,19,1,7,24,4,21,3,7,2,98,0,57,1,2,1,1,1,1
6399,9,1,15,79,39,13,29,7,16,26,4,43,1,7,7,50,0,18,1,1,1,1,1,1
6400,8,5,49,31,47,51,13,3,18,26,1,35,1,7,9,31,0,37,1,2,1,1,1,1
6401,9,4,44,21,42,8,23,4,6,29,5,54,3,7,4,38,1,66,1,1,1,1,1,1
6402,1,6,25,43,56,6,55,2,8,26,1,19,1,3,6,91,0,55,1,4,1,1,1,1
6403,7,9,23,87,50,55,34,7,2,29,3,39,2,6,4,92,1,48,0,1,1,1,1,1
6404,9,4,35,68,38,69,29,5,8,19,1,23,2,5,7,24,0,57,1,4,1,1,1,1
6405,9,2,31,86,42,46,46,6,2,15,5,52,1,2,7,94,0,26,1,1,1,1,1,1
6406,1,9,51,65,28,8,55,6,14,7,4,11,2,7,3,67,0,27,0,4,1,1,1,1
6407,6,9,11,32,46,99,35,1,13,13,5,58,3,2,8,92,1,29,0,1,1,1,1,1
6408,2,4,15,32,21,91,16,4,10,5,4,22,2,5,4,94,0,66,1,4,1,1,1,1
6409,1,8,38,55,11,30,22,5,17,8,4,21,1,8,10,27,1,57,0,2,1,1,1,1
6410,3,9,54,7,35,77,23,7,12,7,5,15,3,2,4,16,0,48,0,4,1,1,1,1
6411,5,8,22,67,60,70,50,7,5,21,4,51,3,3,6,67,0,46,1,1,1,1,1,1
6412,9,2,21,20,14,48,27,5,11,19,0,55,1,7,4,77,0,44,1,1,1,1,1,1
6413,8,8,44,27,42,94,38,5,16,12,1,15,1,7,7,90,1,33,1,2,1,1,1,1
6414,1,9,22,80,21,88,40,3,18,18,0,43,1,7,8,51,1,53,1,2,1,1,1,1
6415,6,3,57,48,54,30,52,2,4,12,1,31,1,2,2,42,0,39,0,4,1,1,1,1
6416,5,9,43,48,16,51,35,4,17,5,5,25,2,4,4,17,1,34,1,2,1,1,1,1
6417,6,6,29,14,23,86,46,4,2,29,0,24,1,2,8,55,0,42,0,2,1,1,1,1
6418,8,7,30,9,20,71,15,2,20,6,3,56,2,6,7,59,0,24,1,3,1,1,1,1
6419,2,6,39,7,53,40,17,4,13,8,0,13,2,8,8,52,1,55,0,1,1,1,1,1
6420,6,3,58,29,22,86,24,3,11,21,5,58,1,4,7,16,0,59,1,2,1,1,1,1
6421,2,2,37,36,15,29,45,5,15,30,3,25,1,7,10,24,0,47,0,2,1,1,1,1
6422,6,8,38,49,15,71,38,1,15,8,0,52,3,8,5,22,1,65,1,2,1,1,1,1
6423,2,7,39,17,24,100,35,3,8,16,4,22,3,4,4,81,1,69,1,2,1,1,1,1
6424,6,3,53,4,39,87,43,2,20,17,4,49,3,1,4,84,0,70,0,2,1,1,1,1
6425,2,9,50,93,14,15,30,1,4,5,5,31,3,3,8,23,0,50,1,2,1,1,1,1
6426,9,5,52,94,48,29,37,5,4,10,3,16,2,8,9,91,1,68,0,4,1,1,1,1
6427,8,9,49,98,21,99,16,2,18,27,0,41,3,7,3,18,1,50,1,2,1,1,1,1
6428,7,5,14,16,57,83,40,7,4,27,3,57,3,8,6,23,1,48,0,1,1,1,1,1
6429,4,6,55,77,56,51,24,6,10,19,4,32,3,4,7,86,0,54,1,2,1,1,1,1
6430,9,9,30,90,32,59,49,6,7,8,5,25,1,8,3,62,1,65,0,1,1,1,1,1
6431,8,3,37,15,41,19,45,1,12,25,4,58,3,7,4,45,0,24,0,1,1,1,1,1
6432,6,7,31,95,40,54,12,5,5,29,1,37,2,3,9,79,0,34,0,1,1,1,1,1
6433,6,6,19,22,53,46,23,5,3,19,2,33,3,4,9,56,0,42,0,2,1,1,1,1
6434,6,4,44,81,17,47,34,7,20,5,5,12,3,8,6,59,0,61,0,2,1,1,1,1
6435,2,9,28,41,14,57,57,7,15,16,4,34,3,3,9,32,0,54,1,2,1,1,1,1
6436,8,3,21,28,28,50,32,4,8,7,3,48,1,1,7,19,0,51,1,3,1,1,1,1
6437,8,7,55,44,49,38,50,1,5,8,5,35,2,6,10,31,0,55,0,2,1,1,1,1
6438,8,5,11,94,38,95,10,6,12,9,3,46,2,5,8,82,1,70,1,1,1,1,1,1
6439,9,5,27,31,28,68,25,7,18,22,1,43,3,3,2,98,0,63,0,2,1,1,1,1
6440,3,9,30,4,10,52,32,4,3,28,1,22,1,1,7,88,1,30,1,2,1,1,1,1
6441,8,8,38,56,24,96,38,3,8,18,1,18,1,2,5,73,1,63,1,4,1,1,1,1
6442,9,4,30,99,29,17,11,4,12,27,0,31,2,7,3,47,1,45,0,1,1,1,1,1
6443,9,5,10,42,45,94,12,3,9,22,2,38,3,6,5,27,0,34,1,1,1,1,1,1
6444,5,5,31,77,12,93,30,6,14,8,4,14,2,3,4,34,0,67,0,4,1,1,1,1
6445,6,6,14,71,52,9,28,7,10,10,4,13,3,1,9,35,0,47,0,1,1,1,1,1
6446,3,4,40,65,12,26,42,5,7,16,0,49,3,4,8,26,0,37,1,2,1,1,1,1
6447,3,4,34,15,44,10,25,7,18,30,3,50,3,4,6,32,0,52,1,2,1,1,1,1
6448,1,8,31,41,35,68,53,1,11,24,3,22,2,8,8,71,1,69,1,4,1,1,1,1
6449,8,5,15,24,17,63,21,6,4,9,0,28,2,2,8,61,0,27,1,1,1,1,1,1
6450,2,8,46,21,60,52,30,3,13,16,2,14,2,2,9,22,1,45,0,4,1,1,1,1
6451,6,5,10,24,53,4,55,3,11,29,5,56,3,8,4,19,0,58,0,1,1,1,1,1
6452,1,2,19,66,52,5,48,2,8,30,3,60,1,1,5,81,0,53,1,1,1,1,1,1
6453,8,5,26,14,53,98,15,1,18,25,2,47,2,1,9,89,1,37,0,1,1,1,1,1
6454,9,9,56,42,60,55,23,4,3,22,1,43,2,5,5,57,1,34,0,1,1,1,1,1
6455,3,3,12,22,27,64,28,5,8,25,4,50,3,7,10,15,1,65,0,1,1,1,1,1
6456,8,4,21,90,29,10,27,7,14,26,4,23,2,6,6,22,0,61,1,1,1,1,1,1
6457,6,9,47,40,24,5,28,1,6,22,0,44,2,3,3,46,1,37,1,3,1,1,1,1
